province,region,year,dead,injured/ill,missing,affected_families,affected_persons,dmg_house_totally,dmg_house_partial,cost_agri,cost_infra,cost_house,cost_priv,cost_others,cost_total
Capiz,VI,2021,1,0,0,68754,242455,34,599,238085027.18,0.0,0.0,0.0,217861673.01,455946700.19
Guimaras,VI,2021,2,0,0,21553,83198,759,12000,557757431.34,0.0,0.0,0.0,557757431.34,1115514862.68
without breakdown,VII,2021,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Bohol,VII,2021,96,94,15,384662,1335763,93634,206500,872437289.0,736777046.0,0.0,0.0,1592732659.0,3201946994.0
Cebu,VII,2021,59,361,12,808913,2487418,127509,580508,282700000.0,3479385237.92,0.0,0.0,3762085237.92,7524170475.84
Negros Oriental,VII,2021,66,91,6,152794,523307,24360,109042,128441700.0,0.0,0.0,0.0,128441700.0,256883400.0
Siquijor,VII,2021,0,0,0,4730,16592,156,4509,7000000.0,0.0,0.0,0.0,7000000.0,14000000.0
Leyte,VIII,2021,11,14,0,154754,599483,17064,71567,821660251.28,176400000.0,0.0,0.0,949638677.0,1947698928.28
Southern Leyte,VIII,2021,25,94,4,122303,479358,35097,63309,1751884500.88,0.0,0.0,0.0,1751281794.0,3503166294.88
Biliran,VIII,2021,0,3,0,3050,14812,38,788,326754928.58,0.0,0.0,0.0,0.0,326754928.58
Eastern Samar,VIII,2021,0,15,1,151453,583048,260,10864,207628505.26000002,0.0,0.0,0.0,176550.0,207805055.26000002
Northern Samar,VIII,2021,0,0,0,34398,156654,72,407,5295002.26,0.0,0.0,0.0,1371264.0,6666266.26
Samar,VIII,2021,5,11,0,28489,131935,267,5643,230180596.8,50000.0,0.0,0.0,726000.0,230956596.8
without breakdown,VIII,2021,1,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Zamboanga del Norte,IX,2021,1,2,0,535,495,1,23,143750.0,0.0,0.0,0.0,0.0,143750.0
Zamboanga del Sur,IX,2021,0,0,0,0,0,0,0,13153669.25,0.0,0.0,0.0,0.0,13153669.25
Zamboanga Sibugay,IX,2021,0,0,0,9111,45075,4,11,8922968.44,0.0,0.0,0.0,0.0,8922968.44
Zambaonga del Sur,IX,2021,0,0,0,243,1115,135,80,0.0,0.0,0.0,0.0,0.0,0.0
Lanao del Norte,X,2021,0,0,0,3356,18123,15,42,46414505.0,741000.0,0.0,0.0,45471305.0,92626810.0
Misamis Oriental,X,2021,5,25,0,31081,113500,484,3238,208535472.06,548029000.0,0.0,0.0,756564472.06,1513128944.12
Bukidnon,X,2021,2,2,0,6940,24104,68,75,863663616.54,139172000.0,0.0,0.0,1002835616.54,2005671233.08
Camiguin,X,2021,0,0,0,3910,15461,282,2999,7129790.22,0.0,0.0,0.0,7129790.22,14259580.44
Misamis Occidental,X,2021,1,1,0,1793,6223,9,38,5379232.0,1700000.0,0.0,0.0,7079232.0,14158464.0
Davao de Oro,XI,2021,2,0,0,862,3005,3,4,9168355.47,0.0,0.0,0.0,9168355.47,18336710.94
Davao del Norte,XI,2021,0,0,0,6296,31480,0,0,5257284.1899999995,0.0,0.0,0.0,2136268.69,7393552.88
Davao Oriental,XI,2021,0,2,0,2913,14546,2,95,44457675.63,0.0,0.0,0.0,41957675.63,86415351.26
without breakdown,XI,2021,1,11,2,0,0,0,0,0.0,15500000.0,0.0,0.0,0.0,15500000.0
Davao,XI,2021,0,0,0,160,612,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Davao del Sur,XI,2021,1,0,0,127,298,2,0,1522595.0,0.0,0.0,0.0,1522595.0,3045190.0
South Cotabato,XII,2021,0,0,0,37,170,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Cotabato,XII,2021,0,0,0,24426,98164,1,0,10203400.0,20000000.0,0.0,0.0,30203400.0,60406800.0
Agusan del Norte,CARAGA,2021,2,5,0,58178,241618,2861,9332,132133284.88,281467600.0,0.0,0.0,401971628.88,815572513.76
Agusan del Sur,CARAGA,2021,7,0,5,35605,131149,138,512,222540570.0,106300000.0,0.0,0.0,271096932.0,599937502.0
Dinagat Islands,CARAGA,2021,24,122,0,41813,160038,16343,14112,274970363.2,4271328067.54,0.0,0.0,4545073348.74,9091371779.48
Surigao del Norte,CARAGA,2021,38,376,0,185230,684565,50688,74024,1186862927.34,18027986988.3,0.0,0.0,19198480771.64,38413330687.28
Surigao del Sur,CARAGA,2021,0,5,0,139598,533392,748,9434,121389345.0,161669436.02,0.0,0.0,181566110.0,464624891.02
without breakdown,CARAGA,2021,7,9,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Butuan,CARAGA,2021,0,0,0,1338,4980,0,0,1274400.0,0.0,0.0,0.0,0.0,1274400.0
BARMM,CARAGA,2021,0,0,0,8537,38123,13,60,0.0,0.0,0.0,0.0,0.0,0.0
Lanao del Sur,CARAGA,2021,0,0,0,8251,36693,13,60,0.0,0.0,0.0,0.0,0.0,0.0
Maguindanao,CARAGA,2021,0,0,0,286,1430,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Metro Manila,NCR,2021,0,0,0,6670,27093,20,0,0.0,0.0,0.0,0.0,0.0,0.0
Caloocan,NCR,2021,0,0,0,1,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Muntinlupa,NCR,2021,0,0,0,46,181,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Taguig,NCR,2021,0,0,0,5,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Manila,NCR,2021,0,0,0,11,44,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Abra,CAR,2021,0,0,0,39846,147813,0,1,196027487.47,52469681.0,0.0,0.0,0.0,248497168.47
Benguet,CAR,2021,10,6,1,8121,27484,3,51,53397519.77,93783957.39,0.0,0.0,0.0,147181477.16
Kalinga,CAR,2021,0,0,0,8,51,2,0,39056044.79,4136500.0,0.0,0.0,0.0,43192544.79
Mountain Province,CAR,2021,0,0,0,1463,7192,0,0,37180829.43,53680000.0,0.0,0.0,0.0,90860829.43
Apayao,CAR,2021,0,0,0,81,279,0,0,57531857.93,94449906.36,0.0,0.0,0.0,151981764.29
Ifugao,CAR,2021,0,0,0,4,21,0,0,3912155.66,16205000.0,0.0,0.0,0.0,20117155.66
Ilocos Norte,I,2022,1,2,0,10667,39683,4,160,6971833.0,855280000.0,0.0,0.0,0.0,862251833.0
Ilocos Sur,I,2022,0,0,0,751,2818,1,19,2176411.0,103420000.0,0.0,0.0,0.0,105596411.0
La Union,I,2022,0,0,0,1475,5271,18,704,13150477.6,0.0,0.0,0.0,0.0,13150477.6
Pangasinan,I,2022,0,0,0,16819,74268,28,523,50457368.0,24950000.0,0.0,0.0,0.0,75407368.0
Dagupan,I,2022,0,0,0,11279,44096,0,6,0.0,0.0,0.0,0.0,0.0,0.0
Cagayan,II,2022,4,1,0,109174,389780,94,110,2709617601.92,899304647.37,0.0,0.0,0.0,3608922249.29
Isabela,II,2022,0,0,0,47855,180214,2,3,1073837445.32,227182391.2,0.0,0.0,0.0,1301019836.52
Nueva Vizcaya,II,2022,1,0,1,1861,6639,6,32,364639512.71000004,338270000.0,0.0,0.0,0.0,702909512.71
Quirino,II,2022,0,0,0,1152,3587,0,2,26586052.05,153541237.5,0.0,0.0,0.0,180127289.55
Batanes,II,2022,0,0,0,2,10,0,0,7460819.21,0.0,0.0,0.0,0.0,7460819.21
Aurora,III,2022,0,32,0,14184,50593,443,3898,85490390.82,10000000.0,0.0,0.0,0.0,95490390.82
Bataan,III,2022,0,0,0,18348,72907,10,81,124246192.46,0.0,0.0,0.0,0.0,124246192.46
Tarlac,III,2022,0,0,0,9061,34288,332,3729,346631934.18,2500000.0,0.0,0.0,0.0,349131934.18
Zambales,III,2022,3,5,0,2845,9421,138,357,37965712.49,0.0,0.0,0.0,0.0,37965712.49
Bulacan,III,2022,7,14,0,174086,645771,695,5074,879752835.48,10000000.0,0.0,0.0,0.0,889752835.48
Nueva Ecija,III,2022,0,26,0,195712,742089,10390,66691,1117486981.9,0.0,0.0,0.0,0.0,1117486981.9
Pampanga,III,2022,0,0,0,45471,150183,67,1972,570871181.8,9200000.0,0.0,0.0,0.0,580071181.8
Rizal,CALABARZON,2022,6,2,0,13741,58836,14,21,61698967.7,142679977.81,0.0,0.0,721700.0,205100645.51
Cavite,CALABARZON,2022,10,0,0,187912,735279,267,2569,134534459.73,184976600.0,0.0,0.0,21681500.0,341192559.73
Quezon,CALABARZON,2022,8,10,0,69180,254934,3924,22508,912214114.6199999,1111221000.0,0.0,0.0,132036230.0,2155471344.62
Laguna,CALABARZON,2022,8,14,1,84171,340028,760,3044,215992643.54,611230800.0,0.0,0.0,82864700.0,910088143.54
Batangas,CALABARZON,2022,6,1,2,20237,84675,244,5088,653510185.2800001,564496100.0,0.0,0.0,4110400.0,1222116685.28
Marinduque,MIMAROPA,2022,2,4,0,25620,92228,108,2467,39412804.13,1105088000.0,0.0,0.0,0.0,1144500804.13
Oriental Mindoro,MIMAROPA,2022,0,1,1,17475,83972,38,181,101838780.9,520622000.0,0.0,0.0,0.0,622460780.9
Romblon,MIMAROPA,2022,1,0,0,3901,16840,7,197,8849000.0,98750372.0,0.0,0.0,0.0,107599372.0
Palawan,MIMAROPA,2022,0,0,0,2459,8878,46,290,661000.0,35174000.0,0.0,0.0,0.0,35835000.0
Occidental Mindoro,MIMAROPA,2022,0,0,0,4168,17473,43,239,191682326.14,2425400.0,0.0,0.0,0.0,194107726.14
Albay,V,2022,0,0,0,30252,115215,0,0,56370495.21,463600000.0,0.0,0.0,0.0,519970495.21
Masbate,V,2022,0,0,0,3948,15622,3,112,135211867.95999998,124062980.0,0.0,0.0,317302099.63,576576947.59
Sorsogon,V,2022,2,3,0,3323,11982,0,0,85054892.63,32980000.0,0.0,0.0,2441215.82,120476108.45
Camarines Sur,V,2022,1,0,0,31455,124653,16,109,803458091.0999999,851998187.02,0.0,0.0,4534700.0,1659990978.12
Camarines Norte,V,2022,0,9,5,12333,48249,212,3214,198693093.38,150097019.77,0.0,0.0,42106904.34,390897017.49
Catanduanes,V,2022,1,4,0,12290,46440,25,328,30975383.25,64500000.0,0.0,0.0,8037278.59,103512661.84
Naga,V,2022,0,0,0,1223,4350,0,0,0.0,96000000.0,0.0,0.0,623520.0,96623520.0
Aklan,VI,2022,7,1,1,98978,355201,167,6239,84183315.03,0.0,0.0,0.0,0.0,84183315.03
Antique,VI,2022,14,0,4,76039,302152,968,5404,460762915.59,0.0,0.0,0.0,0.0,460762915.59
Capiz,VI,2022,23,0,1,269283,995244,613,5951,1905693859.88,0.0,0.0,0.0,0.0,1905693859.88
Guimaras,VI,2022,0,0,0,1595,7488,2,19,44925718.11,0.0,0.0,0.0,0.0,44925718.11
Iloilo,VI,2022,14,0,0,318286,1220420,1992,20026,1113171362.1100001,661675.0,0.0,0.0,0.0,1113833037.1100001
Negros Occidental,VI,2022,2,0,0,86514,374178,387,3680,356088964.04,0.0,0.0,0.0,0.0,356088964.04
Cebu,VII,2022,3,1,0,5587,21057,38,243,0.0,0.0,0.0,0.0,0.0,0.0
Negros Oriental,VII,2022,1,0,0,273,1083,0,2,0.0,5000000.0,0.0,0.0,0.0,5000000.0
Bohol,VII,2022,0,0,0,0,0,0,0,0.0,254000000.0,0.0,0.0,0.0,254000000.0
Siquijor,VII,2022,0,0,0,0,0,0,0,0.0,18000000.0,0.0,0.0,0.0,18000000.0
Eastern Samar,VIII,2022,0,0,0,88171,344510,0,4,79237061.0,0.0,0.0,0.0,0.0,79237061.0
Leyte,VIII,2022,187,11,131,136674,518572,445,6274,897131508.24,0.0,0.0,0.0,0.0,897131508.24
Southern Leyte,VIII,2022,1,0,2,5541,18797,11,1,40269091.7,0.0,0.0,0.0,0.0,40269091.7
Biliran,VIII,2022,0,7,0,10222,38195,7,151,16869176.17,0.0,0.0,0.0,0.0,16869176.17
Northern Samar,VIII,2022,0,5,0,10415,43359,1,49,7335622.64,0.0,0.0,0.0,0.0,7335622.64
Samar,VIII,2022,4,3,0,5224,22199,79,485,45165684.72,0.0,0.0,0.0,0.0,45165684.72
Zamboanga del Norte,IX,2022,1,1,0,1744,8211,91,281,5646857.0,0.0,0.0,0.0,0.0,5646857.0
Zamboanga del Sur,IX,2022,3,0,0,1939,9514,116,17,127983834.65,0.0,0.0,0.0,0.0,127983834.65
Zamboanga,IX,2022,0,0,0,13595,67750,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Isabela,IX,2022,0,0,0,8,40,1,7,0.0,0.0,0.0,0.0,0.0,0.0
Zamboanga Sibugay,IX,2022,0,0,0,0,0,0,0,7762000.0,0.0,0.0,0.0,0.0,7762000.0
Bukidnon,X,2022,0,2,0,372,1551,2,42,8000.0,6700000.0,0.0,0.0,0.0,6708000.0
Misamis Occidental,X,2022,0,0,0,6,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Misamis Oriental,X,2022,0,0,0,1228,5421,76,532,1354500.0,110300000.0,0.0,0.0,0.0,111654500.0
Lanao del Norte,X,2022,0,0,0,282,1313,19,140,0.0,0.0,0.0,0.0,0.0,0.0
Davao de Oro,XI,2022,2,1,1,4759,16235,0,3,0.0,0.0,0.0,0.0,0.0,0.0
Davao Oriental,XI,2022,1,0,0,17548,73814,5,18,10000.0,0.0,0.0,0.0,0.0,10000.0
Davao del Norte,XI,2022,0,0,0,11431,30984,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Davao Occidental,XI,2022,0,0,0,1451,7355,104,497,0.0,2500000.0,0.0,0.0,0.0,2500000.0
Davao,XI,2022,0,0,0,50,250,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sarangani,XII,2022,0,6,0,3399,10850,126,555,0.0,0.0,0.0,0.0,0.0,0.0
Cotabato,XII,2022,1,0,0,38539,169695,74,273,0.0,0.0,0.0,0.0,0.0,0.0
South Cotabato,XII,2022,1,0,0,277,1164,14,219,0.0,0.0,0.0,0.0,0.0,0.0
Sultan Kudarat,XII,2022,2,0,0,31956,137301,200,425,0.0,0.0,0.0,0.0,0.0,0.0
Agusan del Sur,CARAGA,2022,0,0,0,7020,30974,2,2,0.0,0.0,0.0,0.0,0.0,0.0
Surigao del Sur,CARAGA,2022,0,0,0,53,265,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Dinagat Islands,CARAGA,2022,0,0,0,1446,4105,2,1,375000.0,0.0,0.0,0.0,0.0,375000.0
Surigao del Norte,CARAGA,2022,1,0,0,559,2174,0,5,0.0,0.0,0.0,0.0,0.0,0.0
BARMM,CARAGA,2022,68,169,13,274484,1077338,1062,1153,640499556.57,511200000.0,0.0,0.0,0.0,1151699556.57
Maguindanao del Sur,CARAGA,2022,0,0,0,55164,0,0,0,874000.0,0.0,0.0,0.0,0.0,874000.0
Lanao del Sur,CARAGA,2022,0,0,0,3739,550,0,0,2142000.0,0.0,0.0,0.0,0.0,2142000.0
Butuan,CARAGA,2022,0,0,0,127,532,2,1,0.0,0.0,0.0,0.0,0.0,0.0
Agusan del Norte,CARAGA,2022,0,0,0,67,290,18,12,0.0,0.0,0.0,0.0,0.0,0.0
Maguindanao,CARAGA,2022,66,164,13,147105,735525,1062,1153,583002546.67,511200000.0,0.0,0.0,0.0,1094202546.67
Cotabato,CARAGA,2022,0,0,0,67596,337980,0,0,2220000.0,0.0,0.0,0.0,0.0,2220000.0
Basilan,CARAGA,2022,0,0,0,499,1994,0,0,4316000.0,0.0,0.0,0.0,0.0,4316000.0
Sulu,CARAGA,2022,1,5,0,256,1289,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Tawi-tawi,CARAGA,2022,1,0,0,125,0,0,0,20830009.9,0.0,0.0,0.0,0.0,20830009.9
Special Geographic Areas,CARAGA,2022,0,0,0,0,0,0,0,27115000.0,0.0,0.0,0.0,0.0,27115000.0
Metro Manila,NCR,2022,0,1,0,10885,45017,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Abra,CAR,2022,0,0,0,3393,12927,1,24,315153.16000000003,110324560.0,0.0,0.0,0.0,110639713.16
Apayao,CAR,2022,0,1,1,2537,8670,1,1,81280161.8,264960000.0,0.0,0.0,0.0,346240161.8
Benguet,CAR,2022,0,3,0,7129,18474,8,111,9383163.18,204736030.0,0.0,0.0,0.0,214119193.17999998
Kalinga,CAR,2022,2,0,0,2217,10208,4,381,16889332.34,190012452.19,0.0,0.0,0.0,206901784.53
Mountain Province,CAR,2022,0,0,0,677,2389,7,47,8608722.93,101332840.0,0.0,0.0,0.0,109941562.93
Ifugao,CAR,2022,0,2,0,293,793,10,66,6129321.65,205195000.0,0.0,0.0,0.0,211324321.64999998
Ilocos Norte,I,2023,0,0,0,12,42,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ilocos Sur,I,2023,0,0,0,1218,4853,0,8,108000.0,0.0,0.0,0.0,0.0,108000.0
Pangasinan,I,2023,0,0,0,3543,12068,4,8,0.0,0.0,0.0,0.0,0.0,0.0
La Union,I,2023,0,0,0,2,8,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Dagupan,I,2023,0,0,0,10000,41512,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Batanes,II,2023,0,0,0,6588,21033,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Cagayan,II,2023,0,0,0,621,1938,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Isabela,II,2023,0,0,0,313,1544,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Aurora,III,2023,0,0,0,2990,11361,2,2,283991.6,0.0,0.0,0.0,0.0,283991.6
Bataan,III,2023,0,0,0,75,329,0,0,34290.0,0.0,0.0,0.0,0.0,34290.0
Bulacan,III,2023,0,0,0,24050,93228,0,0,7020187.63,0.0,0.0,0.0,0.0,7020187.63
Pampanga,III,2023,0,0,0,34894,120377,0,0,171867938.34,0.0,0.0,0.0,0.0,171867938.34
Tarlac,III,2023,0,0,0,1,5,0,0,0.0,100000000.0,0.0,0.0,0.0,100000000.0
Zambales,III,2023,0,0,0,1726,6139,0,0,8089096.96,0.0,0.0,0.0,0.0,8089096.96
Nueva Ecija,III,2023,0,0,0,0,0,0,0,6474223.36,0.0,0.0,0.0,0.0,6474223.36
Quezon,CALABARZON,2023,0,0,0,303,1088,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Cavite,CALABARZON,2023,0,0,0,14,52,0,1,6888765.18,0.0,0.0,0.0,0.0,6888765.18
Batangas,CALABARZON,2023,0,0,0,13,57,0,0,2738300.99,0.0,0.0,0.0,0.0,2738300.99
Rizal,CALABARZON,2023,2,0,0,22,84,22,0,0.0,0.0,0.0,0.0,0.0,0.0
Laguna,CALABARZON,2023,0,0,0,0,0,0,0,2000000.0,0.0,0.0,0.0,0.0,2000000.0
Palawan,MIMAROPA,2023,0,0,0,453,1612,3,4,0.0,0.0,0.0,0.0,0.0,0.0
Occidental Mindoro,MIMAROPA,2023,0,0,0,316,1059,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Romblon,MIMAROPA,2023,0,0,0,2,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Albay,V,2023,0,0,0,57,199,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Camarines Norte,V,2023,0,0,0,83,395,0,0,12215646.77,0.0,0.0,0.0,0.0,12215646.77
Camarines Sur,V,2023,0,0,0,25619,94738,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Catanduanes,V,2023,0,0,0,3,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sorsogon,V,2023,0,0,0,0,0,0,0,126000.0,0.0,0.0,0.0,0.0,126000.0
Aklan,VI,2023,1,0,0,63,200,1,8,0.0,0.0,0.0,0.0,0.0,0.0
Antique,VI,2023,0,0,0,4164,18536,11,42,206244.0,0.0,0.0,0.0,0.0,206244.0
Iloilo,VI,2023,1,0,0,3747,14755,15,95,1637033.74,0.0,0.0,0.0,0.0,1637033.74
Negros Occidental,VI,2023,0,0,0,6835,30077,1,31,2474596.0,0.0,0.0,0.0,0.0,2474596.0
Guimaras,VI,2023,0,0,0,39,132,1,8,681951.24,0.0,0.0,0.0,0.0,681951.24
Southern Leyte,VIII,2023,0,0,0,121,447,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Bukidnon,X,2023,0,0,0,1,3,0,0,40000.0,0.0,0.0,0.0,0.0,40000.0
Camiguin,X,2023,0,0,0,35,156,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Misamis Oriental,X,2023,0,0,0,18,53,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Misamis Occidental,X,2023,0,0,0,87,315,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lanao del Norte,X,2023,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Davao Oriental,XI,2023,0,0,1,0,0,156,812,36094701.0,0.0,0.0,0.0,0.0,36094701.0
Davao de Oro,XI,2023,0,0,0,0,0,0,0,14155228.5,0.0,0.0,0.0,0.0,14155228.5
Agusan del Norte,CARAGA,2023,0,0,0,319,1413,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Butuan,CARAGA,2023,0,0,0,561,1954,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Agusan del Sur,CARAGA,2023,0,0,0,16496,69224,26,189,16470020.0,0.0,0.0,0.0,0.0,16470020.0
Surigao del Norte,CARAGA,2023,0,0,0,823,2802,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Surigao del Sur,CARAGA,2023,0,0,0,76009,276969,38,1913,9709578.51,2352000.0,0.0,0.0,0.0,12061578.51
Dinagat Islands,CARAGA,2023,0,0,0,450,1553,0,3,0.0,0.0,0.0,0.0,0.0,0.0
Abra,CAR,2023,0,0,0,5719,20194,0,7,25000.0,0.0,0.0,0.0,0.0,25000.0
Apayao,CAR,2023,0,0,0,14,46,0,2,0.0,5583418.96,0.0,0.0,0.0,5583418.96
Benguet,CAR,2023,0,1,0,367,1554,0,9,0.0,68695.58,0.0,0.0,0.0,68695.58
Ifugao,CAR,2023,0,0,0,3,12,0,2,0.0,0.0,0.0,0.0,0.0,0.0
Mountain Province,CAR,2023,0,0,0,55,211,1,23,0.0,0.0,0.0,0.0,0.0,0.0
Dagupan,I,2024,0,0,0,22139,91573,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ilocos Norte,I,2024,0,0,0,101637,348798,0,12,111369465.69,809945200.0,0.0,0.0,0.0,921314665.69
Ilocos Sur,I,2024,0,0,0,34278,126154,5,103,575536390.5,0.0,0.0,0.0,0.0,575536390.5
La Union,I,2024,1,1,2,51745,174047,7,496,63747734.0,596380000.0,0.0,500000.0,0.0,660627734.0
Pangasinan,I,2024,0,0,0,281585,1088272,4,16,330869096.2,524408290.46,0.0,0.0,0.0,855277386.66
without breakdown,I,2024,4,1,2,0,0,354,11057,1045109294.57,1642307080.27,0.0,0.0,0.0,2687416374.84
Batanes,II,2024,0,0,0,19391,56222,0,0,2085213.19,49500000.0,0.0,0.0,0.0,51585213.19
Cagayan,II,2024,0,3,0,194260,651206,4,2,23124676.9,67050000.0,0.0,0.0,0.0,90174676.9
Isabela,II,2024,0,0,0,111825,418477,0,0,58860226.16,30500000.0,0.0,0.0,0.0,89360226.16
Nueva Vizcaya,II,2024,0,0,0,12204,42401,0,34,43993222.16,62440000.0,0.0,0.0,0.0,106433222.16
Quirino,II,2024,0,1,0,70972,282773,0,0,12077665.09,11888963.940000001,0.0,0.0,0.0,23966629.03
without breakdown,II,2024,10,16,2,0,0,2301,38112,1382678516.42,1289965159.27,0.0,100000.0,0.0,2672743675.69
Aurora,III,2024,0,0,0,75148,251806,5,17,75696487.7,0.0,0.0,0.0,0.0,75696487.7
Angeles,III,2024,2,1,0,97,358,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Bataan,III,2024,0,0,0,235462,798197,0,0,198482639.72,263027970.23,0.0,0.0,0.0,461510609.95
Bulacan,III,2024,0,2,0,851364,2825426,475,242,389426547.57,272680324.6,0.0,0.0,0.0,662106872.17
Nueva Ecija,III,2024,0,0,0,138205,506284,0,0,1478641317.02,30500000.0,0.0,0.0,0.0,1509141317.02
Olongapo,III,2024,0,4,0,379,1372,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Pampanga,III,2024,0,0,0,498257,1674413,13,69,1170097321.47,89494540.07,0.0,0.0,0.0,1259591861.54
Tarlac,III,2024,0,0,0,41840,153120,8,105,183854527.22,497001064.02,0.0,0.0,0.0,680855591.24
Zambales,III,2024,0,0,0,16528,61171,0,5,127612071.26,564206000.0,0.0,0.0,0.0,691818071.26
without breakdown,III,2024,7,6,0,0,0,894,6685,679228212.15,2015295779.23,0.0,0.0,0.0,2694523991.38
Batangas,CALABARZON,2024,5,0,0,96637,406419,166,1425,9311369.0,406798000.0,0.0,0.0,0.0,416109369.0
Cavite,CALABARZON,2024,0,0,1,115551,466312,57,314,19137715.04,132248158.68,0.0,0.0,0.0,151385873.72
Laguna,CALABARZON,2024,0,0,0,191753,868154,104,1388,80500978.0,192309321.9,0.0,0.0,0.0,272810299.9
Quezon,CALABARZON,2024,5,0,2,161036,600994,600,5037,41404484.0,552178399.82,0.0,0.0,0.0,593582883.82
Rizal,CALABARZON,2024,22,5,5,57098,248785,1168,5609,1264084.44,87333700.0,0.0,0.0,0.0,88597784.44
without breakdown,CALABARZON,2024,74,45,13,0,0,7793,69738,553950227.89,2704248400.73,0.0,0.0,0.0,3258198628.62
Marinduque,MIMAROPA,2024,0,0,0,15750,48617,0,0,5162400.0,0.0,0.0,0.0,0.0,5162400.0
Occidental Mindoro,MIMAROPA,2024,0,0,0,21099,87664,20,144,62954724.74,69225610.86,0.0,0.0,0.0,132180335.6
Oriental Mindoro,MIMAROPA,2024,0,0,0,34889,144720,5,101,141980676.97,1398961136.23,0.0,20000.0,20000.0,1540981813.2
Romblon,MIMAROPA,2024,0,0,0,4460,18418,10,130,31317047.55,88938083.33,0.0,0.0,0.0,120255130.88
Palawan,MIMAROPA,2024,10,3,0,16584,67806,5,104,254000.0,0.0,0.0,0.0,0.0,254000.0
without breakdown,MIMAROPA,2024,0,0,0,0,0,201,1907,1499552871.3200002,397967553.79,0.0,0.0,0.0,1897520425.1100001
Albay,V,2024,0,4,0,376195,1456535,12,0,8350844.06,1905833.5,0.0,0.0,0.0,10256677.56
Camarines Norte,V,2024,2,2,18,189649,817270,47,494,123063423.85,0.0,0.0,0.0,0.0,123063423.85
Camarines Sur,V,2024,2,1,0,843610,3530908,7,39,598279855.0899999,341540834.0,0.0,0.0,0.0,939820689.0899999
Catanduanes,V,2024,0,0,0,94291,348051,0,0,502955.0,0.0,0.0,0.0,0.0,502955.0
Masbate,V,2024,0,0,0,46667,165598,0,2,516000.0,200000.0,100000.0,0.0,0.0,816000.0
Naga,V,2024,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sorsogon,V,2024,0,1,0,150193,597715,18,5201,6507000.0,12500000.0,0.0,0.0,0.0,19007000.0
without breakdown,V,2024,66,74,7,0,0,21828,120005,3862015012.93,6239190810.42,0.0,0.0,203000.0,10101408823.35
Aklan,VI,2024,0,0,0,38925,155289,0,1,105392.33,0.0,0.0,0.0,0.0,105392.33
Antique,VI,2024,1,0,0,60593,206750,9,46,12308831.23,0.0,0.0,0.0,0.0,12308831.23
Capiz,VI,2024,0,0,0,4772,18947,1,0,50430116.19,0.0,0.0,0.0,0.0,50430116.19
Guimaras,VI,2024,1,0,0,3096,9775,0,0,57073.35,0.0,0.0,0.0,0.0,57073.35
Iloilo,VI,2024,1,0,0,84780,333470,34,197,11941295.66,0.0,0.0,0.0,0.0,11941295.66
Negros Occidental,VI,2024,3,0,0,103543,399812,5,8,9860228.35,0.0,0.0,0.0,0.0,9860228.35
without breakdown,VI,2024,0,0,0,0,0,968,26177,895539634.3900001,200000.0,0.0,0.0,0.0,895739634.3900001
